calendar_year_cert_co2e_megagrams,cert_offset,compliance_id,manufacturer_vehicle_cost_dollars,model_year,model_year_cert_co2e_megagrams,strategic_offset,target_co2e_megagrams
54264400.26642598,8581177.525430217,General Motors,112026576801.7957,2044,54264400.26642598,6864942.0203441745,45683222.740995765
54487266.171881616,8299180.466619194,General Motors,112943715301.66656,2045,54487266.171881616,6639344.373295356,46188085.70526242
52860846.654609635,6247077.117927812,General Motors,113743310826.17499,2046,52860846.654609635,4997661.69434225,46613769.53668182
55360334.82417029,8457402.666263439,General Motors,113997010285.28021,2047,55360334.82417029,6765922.133010752,46902932.15790685
53607375.435613856,7085244.004145436,General Motors,113478329084.02466,2048,53607375.435613856,5668195.20331635,46522131.43146842
54884525.032046124,7439409.019805215,General Motors,114689134867.08186,2049,54884525.032046124,5951527.215844173,47445116.01224091
54015866.05700082,6609439.758812875,General Motors,115008457185.55054,2050,54015866.05700082,5287551.8070503,47406426.29818795
53991611.94181223,6037459.4668270275,General Motors,116022758738.79716,2051,53991611.94181223,4829967.573461622,47954152.474985205
49013129.646016404,423957.75546019524,General Motors,117345308957.57806,2052,49013129.646016404,339166.2043681562,48589171.89055621
52200460.54412407,3120350.949568413,General Motors,118129977593.00984,2053,52200460.54412407,2496280.7596547306,49080109.59455565
50644647.781294495,994454.6166029051,General Motors,119199333308.11528,2054,50644647.781294495,795563.6932823241,49650193.16469159
48154244.30083986,-2114759.2559925616,General Motors,120390714836.21313,2055,48154244.30083986,-2114759.2559925616,50269003.556832425
52258121.657091424,-3499947.301911585,Honda,46654590390.6836,2023,52258121.657091424,-3499947.301911585,55758068.95900301
46992291.449142024,-10187375.262614168,Honda,49529962117.39719,2024,46992291.449142024,-10187375.262614168,57179666.71175619
48636061.05649687,-1391850.9857147262,Honda,49770955723.35761,2025,48636061.05649687,-1391850.9857147262,50027912.0422116
43726070.225067444,-1280499.4455042928,Honda,50350092121.24602,2026,43726070.225067444,-1280499.4455042928,45006569.67057174
43035127.039410986,-3348084.060145341,Honda,50712675628.40806,2027,43035127.039410986,-3348084.060145341,46383211.09955633
38723127.69917416,-2077867.060479045,Honda,50233023481.36248,2028,38723127.69917416,-2077867.060479045,40800994.7596532
34542108.072891034,-1824619.2818298563,Honda,51074183226.73004,2029,34542108.072891034,-1824619.2818298563,36366727.35472089
30265268.093047645,-1336381.0827753097,Honda,51225119233.69502,2030,30265268.093047645,-1336381.0827753097,31601649.175822955
25948037.292135898,-751924.5465055816,Honda,51500109861.65624,2031,25948037.292135898,-751924.5465055816,26699961.83864148
22607852.58833937,537007.124148272,Honda,51875564921.35686,2032,22607852.58833937,429605.6993186176,22070845.464191098
22401075.75438826,634624.6359788515,Honda,53043513796.696236,2033,22401075.75438826,507699.7087830812,21766451.11840941
21114546.963774752,-563266.6573548764,Honda,52903397507.65685,2034,21114546.963774752,-563266.6573548764,21677813.62112963
19348058.651157726,-2406067.505214706,Honda,52959399798.87401,2035,19348058.651157726,-2406067.505214706,21754126.15637243
19068483.03550681,-2832331.388040036,Honda,53177436196.99478,2036,19068483.03550681,-2832331.388040036,21900814.423546847
20666567.540832072,-1407178.889496591,Honda,53277536278.08598,2037,20666567.540832072,-1407178.889496591,22073746.430328663
19658564.106581483,-2646649.725239385,Honda,53719524462.41071,2038,19658564.106581483,-2646649.725239385,22305213.831820868
20087590.57737103,-2354535.9059534036,Honda,53849715660.053825,2039,20087590.57737103,-2354535.9059534036,22442126.483324435
19264811.67800153,-3403310.21819276,Honda,54259729449.77027,2040,19264811.67800153,-3403310.21819276,22668121.89619429
20724934.56516464,-2028870.2286635414,Honda,54183750622.30238,2041,20724934.56516464,-2028870.2286635414,22753804.793828182
19431089.704565614,-3390767.833560977,Honda,54237920226.439285,2042,19431089.704565614,-3390767.833560977,22821857.53812659
19437581.02464904,-3256285.2759440057,Honda,53855155629.286575,2043,19437581.02464904,-3256285.2759440057,22693866.300593045
20448036.301605575,-2481553.00797724,Honda,54078880994.3475,2044,20448036.301605575,-2481553.00797724,22929589.309582815
20469852.293741193,-2658574.429997161,Honda,54375167870.78796,2045,20469852.293741193,-2658574.429997161,23128426.723738354
21103051.68984018,-2186290.458504826,Honda,54545284830.774155,2046,21103051.68984018,-2186290.458504826,23289342.148345005
21306745.856181897,-2128208.9389746003,Honda,54701114939.513,2047,21306745.856181897,-2128208.9389746003,23434954.795156498
20084876.650644783,-3246620.8992944434,Honda,54441914328.13577,2048,20084876.650644783,-3246620.8992944434,23331497.549939226
20983894.03424062,-2630993.9121104777,Honda,54788933095.18901,2049,20983894.03424062,-2630993.9121104777,23614887.946351096
20365519.625834327,-3313978.825918246,Honda,54909398461.9508,2050,20365519.625834327,-3313978.825918246,23679498.451752573
20334824.204196304,-3573961.7174676135,Honda,55274712503.58113,2051,20334824.204196304,-3573961.7174676135,23908785.921663918
21617390.58104867,-2504408.5335462876,Honda,55570744290.9075,2052,21617390.58104867,-2504408.5335462876,24121799.11459496
21680417.09431565,-2664702.6993796304,Honda,55922298192.64278,2053,21680417.09431565,-2664702.6993796304,24345119.793695282
23846025.687687486,-691265.1612286828,Honda,56183194147.135056,2054,23846025.687687486,-691265.1612286828,24537290.84891617
23514483.006561596,-1269800.5829962976,Honda,56581691053.210175,2055,23514483.006561596,-1269800.5829962976,24784283.589557894
32945885.965359583,-2372108.729776114,Hyundai,27547317526.119514,2023,32945885.965359583,-2372108.729776114,35317994.6951357
29667665.149342824,-6606265.781730112,Hyundai,29385997549.957405,2024,29667665.149342824,-6606265.781730112,36273930.931072935
30958594.090380307,-604053.8088961728,Hyundai,29542623906.422066,2025,30958594.090380307,-604053.8088961728,31562647.89927648
27934616.797553062,-515224.0670373477,Hyundai,29930193471.86503,2026,27934616.797553062,-515224.0670373477,28449840.86459041
27505538.05434978,-1853328.1902133524,Hyundai,30139931784.97059,2027,27505538.05434978,-1853328.1902133524,29358866.244563133
23622074.621866863,-2301910.3792750724,Hyundai,30002456997.439106,2028,23622074.621866863,-2301910.3792750724,25923985.001141936
21123186.102074396,-1948482.9332020544,Hyundai,30435329016.271656,2029,21123186.102074396,-1948482.9332020544,23071669.03527645
18534704.728182662,-1504353.342144236,Hyundai,30550791750.9614,2030,18534704.728182662,-1504353.342144236,20039058.0703269
16157790.314547207,-807536.755251769,Hyundai,30697405669.460705,2031,16157790.314547207,-807536.755251769,16965327.069798976
14178519.94300258,128496.56863811426,Hyundai,30939462453.832184,2032,14178519.94300258,102797.2549104914,14050023.374364465
14145113.961413817,276745.5523911696,Hyundai,31537888314.487,2033,14145113.961413817,221396.4419129357,13868368.409022648
13060741.11106541,-738931.3456176184,Hyundai,31419596235.535404,2034,13060741.11106541,-738931.3456176184,13799672.456683028
11956448.257246792,-1945960.3963342402,Hyundai,31523167941.651108,2035,11956448.257246792,-1945960.3963342402,13902408.653581033
11653495.535621883,-2356404.5925684236,Hyundai,31677651530.232487,2036,11653495.535621883,-2356404.5925684236,14009900.128190307
12778485.079939535,-1349273.0499224756,Hyundai,31704779900.34542,2037,12778485.079939535,-1349273.0499224756,14127758.12986201
12029563.843064722,-2253055.418036489,Hyundai,31994118970.94073,2038,12029563.843064722,-2253055.418036489,14282619.26110121
12271914.03147345,-2113667.9751134235,Hyundai,32094516489.229588,2039,12271914.03147345,-2113667.9751134235,14385582.006586874
11712624.041977385,-2819425.927201839,Hyundai,32343346997.60009,2040,11712624.041977385,-2819425.927201839,14532049.969179224
12720870.861785388,-1876276.685703801,Hyundai,32276404561.203564,2041,12720870.861785388,-1876276.685703801,14597147.547489189
11851367.891966656,-2797396.9213202074,Hyundai,32330881012.894253,2042,11851367.891966656,-2797396.9213202074,14648764.813286863
11899520.131789576,-2665951.952501368,Hyundai,32127074412.265976,2043,11899520.131789576,-2665951.952501368,14565472.084290944
12556825.16951179,-2179427.712905025,Hyundai,32226483253.770016,2044,12556825.16951179,-2179427.712905025,14736252.882416815
12578167.45528657,-2293181.7662284225,Hyundai,32404190272.894672,2045,12578167.45528657,-2293181.7662284225,14871349.221514992
13132041.663799934,-1846796.6479154285,Hyundai,32479286119.358215,2046,13132041.663799934,-1846796.6479154285,14978838.311715363
13181097.241466057,-1891036.267629154,Hyundai,32565921846.63641,2047,13181097.241466057,-1891036.267629154,15072133.50909521
12426913.130183224,-2571433.267184833,Hyundai,32448457398.55314,2048,12426913.130183224,-2571433.267184833,14998346.397368057
13007189.25119167,-2205962.87430954,Hyundai,32648501420.15996,2049,13007189.25119167,-2205962.87430954,15213152.12550121
12629138.22438926,-2603176.271416407,Hyundai,32720303471.01413,2050,12629138.22438926,-2603176.271416407,15232314.495805668
12614724.23414473,-2764611.5023451075,Hyundai,32923738323.11065,2051,12614724.23414473,-2764611.5023451075,15379335.736489838
13805297.612817451,-1703443.837208055,Hyundai,33050951633.28035,2052,13805297.612817451,-1703443.837208055,15508741.450025506
13714381.72502176,-1939795.6827612668,Hyundai,33254801327.600662,2053,13714381.72502176,-1939795.6827612668,15654177.407783028
15400815.689504607,-370175.8877060488,Hyundai,33361838488.648804,2054,15400815.689504607,-370175.8877060488,15770991.577210655
15280828.322604192,-646728.944463918,Hyundai,33582838064.482784,2055,15280828.322604192,-646728.944463918,15927557.26706811
4405468.605796415,740735.6448335652,JLR,4527559527.616956,2023,4405468.605796415,592588.5158668522,3664732.96096285
4035716.494429175,224663.94422856392,JLR,4836034720.239174,2024,4035716.494429175,179731.15538285114,3811052.550200611
4271897.846594181,921933.0319015305,JLR,4931285958.098626,2025,4271897.846594181,737546.4255212244,3349964.8146926505
3919531.3085737345,840891.8913055267,JLR,5039954938.017064,2026,3919531.3085737345,672713.5130444214,3078639.4172682078
3809675.3053856445,710824.5516909482,JLR,5083507585.760049,2027,3809675.3053856445,568659.6413527586,3098850.7536946964
3305469.660162485,565867.9020065824,JLR,5070204194.139644,2028,3305469.660162485,452694.3216052659,2739601.758155903
2884984.2165056546,445894.8327446813,JLR,5157074615.572868,2029,2884984.2165056546,356715.86619574507,2439089.3837609733
2537636.43214872,421512.2179127154,JLR,5166430986.666012,2030,2537636.43214872,337209.77433017234,2116124.2142360047
2253746.0542161344,475705.2623961575,JLR,5174097286.797877,2031,2253746.0542161344,380564.209916926,1778040.7918199769
2026457.677925579,561810.5341430434,JLR,5189911580.308533,2032,2026457.677925579,449448.4273144348,1464647.1437825356
1990657.9756152318,533955.2491629659,JLR,5269904388.89035,2033,1990657.9756152318,427164.19933037274,1456702.7264522659
1852248.2862446213,414122.6643012846,JLR,5252551290.328013,2034,1852248.2862446213,331298.1314410277,1438125.6219433367
1681764.9754236827,231089.48726097774,JLR,5291000948.691556,2035,1681764.9754236827,184871.5898087822,1450675.488162705
1637074.8109550094,171495.0790001948,JLR,5334251201.96134,2036,1637074.8109550094,137196.06320015583,1465579.7319548146
1828113.5066458604,347858.1227378696,JLR,5356141790.433261,2037,1828113.5066458604,278286.4981902957,1480255.3839079908
1704829.9957901891,205309.06704497128,JLR,5422112892.139283,2038,1704829.9957901891,164247.25363597705,1499520.9287452179
1749009.346126084,236670.06165485247,JLR,5450119747.727502,2039,1749009.346126084,189336.04932388198,1512339.2844712315
1657727.4903956775,126816.06561591267,JLR,5509690687.828668,2040,1657727.4903956775,101452.85249273013,1530911.4247797648
1830901.2063551447,289576.55916654994,JLR,5519519408.649078,2041,1830901.2063551447,231661.24733323997,1541324.6471885948
1690304.2122610805,139791.96102103638,JLR,5547626599.12698,2042,1690304.2122610805,111833.56881682911,1550512.2512400441
1698763.3595452327,161105.44881732995,JLR,5534876952.663301,2043,1698763.3595452327,128884.35905386397,1537657.9107279028
1819783.5878487022,250120.87508573197,JLR,5575295323.494066,2044,1819783.5878487022,200096.70006858557,1569662.7127629702
1825483.071559648,239828.77183984593,JLR,5622332468.42494,2045,1825483.071559648,191863.01747187675,1585654.299719802
1921356.2838186533,325461.1196283989,JLR,5639933031.400233,2046,1921356.2838186533,260368.89570271914,1595895.1641902544
1933450.70690824,325255.63540213206,JLR,5669468609.677004,2047,1933450.70690824,260204.50832170565,1608195.071506108
1805359.8563670672,212554.64491185825,JLR,5659867725.258099,2048,1805359.8563670672,170043.7159294866,1592805.211455209
1909790.3588281902,284255.9694997703,JLR,5709131200.0728,2049,1909790.3588281902,227404.77559981626,1625534.38932842
1849798.0646308032,227348.64049260784,JLR,5737167742.826263,2050,1849798.0646308032,181878.91239408628,1622449.4241381953
1850382.6106142048,210195.45531035867,JLR,5786435167.250344,2051,1850382.6106142048,168156.36424828693,1640187.155303846
2053874.149098198,398847.42383457185,JLR,5823583392.287786,2052,2053874.149098198,319077.9390676575,1655026.725263626
2041398.9826180548,368683.2473942193,JLR,5872990032.575822,2053,2041398.9826180548,294946.59791537543,1672715.7352238356
2323839.9665988944,637962.7028544515,JLR,5905380584.399283,2054,2323839.9665988944,510370.1622835612,1685877.263744443
2311495.0274141864,606691.1887733273,JLR,5959360987.557917,2055,2311495.0274141864,485352.95101866184,1704803.8386408591
29306625.592167813,-41998.476077932864,Kia,22023325043.496162,2023,29306625.592167813,-41998.476077932864,29348624.068245746
27988498.506346267,-1441765.3378315754,Kia,23087271084.92658,2024,27988498.506346267,-1441765.3378315754,29430263.844177842
28680110.627664797,2405775.6740600206,Kia,23300380214.851288,2025,28680110.627664797,1924620.5392480167,26274334.953604776
23002133.59349216,-352330.68479118124,Kia,23726307493.9412,2026,23002133.59349216,-352330.68479118124,23354464.278283343
22615249.72153257,-1352843.5478189327,Kia,23901810178.707973,2027,22615249.72153257,-1352843.5478189327,23968093.2693515
20494709.033457275,-632044.5795922317,Kia,23639456122.78197,2028,20494709.033457275,-632044.5795922317,21126753.613049507
18305489.05274865,-509159.14832169935,Kia,24020941618.422356,2029,18305489.05274865,-509159.14832169935,18814648.20107035
16012886.82635825,-316137.4200704172,Kia,24128585704.40111,2030,16012886.82635825,-316137.4200704172,16329024.246428667
13241335.177414894,-547746.0700104348,Kia,24379757295.37606,2031,13241335.177414894,-547746.0700104348,13789081.247425329
11571755.291560583,173391.88098126464,Kia,24579603680.798958,2032,11571755.291560583,138713.50478501173,11398363.410579318
11487165.165006049,256974.59115825035,Kia,25113342429.254425,2033,11487165.165006049,205579.6729266003,11230190.573847799
10604172.472978113,-570751.3443782665,Kia,25033317228.785095,2034,10604172.472978113,-570751.3443782665,11174923.81735638
9691508.50024511,-1543223.533161467,Kia,25086390779.493233,2035,9691508.50024511,-1543223.533161467,11234732.033406576
9445995.61978998,-1873329.0686942618,Kia,25197245269.29115,2036,9445995.61978998,-1873329.0686942618,11319324.688484242
10347249.739101099,-1061242.4087298382,Kia,25214251952.19932,2037,10347249.739101099,-1061242.4087298382,11408492.147830937
9738363.7041791,-1788365.50723028,Kia,25428891813.087997,2038,9738363.7041791,-1788365.50723028,11526729.21140938
9926142.366683796,-1673159.8746407907,Kia,25485481042.78766,2039,9926142.366683796,-1673159.8746407907,11599302.241324587
9473372.620295245,-2240671.782795023,Kia,25676455906.35964,2040,9473372.620295245,-2240671.782795023,11714044.403090268
10277835.941898894,-1482973.3020884208,Kia,25620000147.473717,2041,10277835.941898894,-1482973.3020884208,11760809.243987314
9573303.015585305,-2223622.606530454,Kia,25651917494.408146,2042,9573303.015585305,-2223622.606530454,11796925.62211576
9611493.423328672,-2120891.5574591327,Kia,25464318055.19784,2043,9611493.423328672,-2120891.5574591327,11732384.980787804
10160201.72687217,-1740874.6673898697,Kia,25630925611.9223,2044,10160201.72687217,-1740874.6673898697,11901076.39426204
10183526.582599813,-1821990.6358612943,Kia,25770642921.885788,2045,10183526.582599813,-1821990.6358612943,12005517.218461107
10586358.733178627,-1458236.3033411372,Kia,25764483350.78634,2046,10586358.733178627,-1458236.3033411372,12044595.036519764
10622006.48806376,-1495026.6360011995,Kia,25834321029.165985,2047,10622006.48806376,-1495026.6360011995,12117033.12406496
10008801.962514056,-2051456.2469246164,Kia,25720449387.008636,2048,10008801.962514056,-2051456.2469246164,12060258.209438672
10479127.504806796,-1744133.888347108,Kia,25887662218.825573,2049,10479127.504806796,-1744133.888347108,12223261.393153904
10160385.77038648,-2080614.7601705752,Kia,25927608398.094852,2050,10160385.77038648,-2080614.7601705752,12241000.530557055
10147901.227241877,-2209692.15875102,Kia,26085562526.624687,2051,10147901.227241877,-2209692.15875102,12357593.385992898
11101356.5941826,-1359740.4684409238,Kia,26190153423.402004,2052,11101356.5941826,-1359740.4684409238,12461097.062623523
11027708.003248243,-1548631.3196770735,Kia,26347991223.48399,2053,11027708.003248243,-1548631.3196770735,12576339.322925316
12379939.754299939,-290116.08127281815,Kia,26438548288.20694,2054,12379939.754299939,-290116.08127281815,12670055.835572757
12281778.894248726,-512506.8729215823,Kia,26610582648.439186,2055,12281778.894248726,-512506.8729215823,12794285.767170308
-22965.040833135787,-211936.9173741454,Lucid,240025702.71206778,2023,-22965.040833135787,-211936.9173741454,188971.87654100964
-22061.848299721725,-194915.12524104255,Lucid,227608044.70608917,2024,-22061.848299721725,-194915.12524104255,172853.27694132083
-14536.37377938537,-122362.35177471726,Lucid,222656481.2980962,2025,-14536.37377938537,-122362.35177471726,107825.9779953319
-13628.948134057555,-104390.45492544702,Lucid,199774795.36905962,2026,-13628.948134057555,-104390.45492544702,90761.50679138946
-6060.417649098009,-85859.42219778,Lucid,191103885.26531366,2027,-6060.417649098009,-85859.42219778,79799.004548682
-4345.487660271619,-72300.45442546533,Lucid,174776158.98556814,2028,-4345.487660271619,-72300.45442546533,67954.9667651937
-2865.7846948049114,-63154.733670078625,Lucid,171242751.9099112,2029,-2865.7846948049114,-63154.733670078625,60288.94897527371
-1428.3089822058275,-53400.94044335911,Lucid,167352660.95700133,2030,-1428.3089822058275,-53400.94044335911,51972.63146115329
-801.2401326485074,-45167.654558553884,Lucid,163838782.34659842,2031,-801.2401326485074,-45167.654558553884,44366.41442590538
-787.9922686063238,-37629.54003413832,Lucid,161509436.7184859,2032,-787.9922686063238,-37629.54003413832,36841.547765532
-769.6251137440344,-36752.44057930975,Lucid,158897658.0167324,2033,-769.6251137440344,-36752.44057930975,35982.81546556571
-766.9453247046512,-36624.47075909962,Lucid,156875627.57087094,2034,-766.9453247046512,-36624.47075909962,35857.52543439497
-768.7945794856375,-36712.77950220128,Lucid,155866665.2597089,2035,-768.7945794856375,-36712.77950220128,35943.984922715645
-768.1187080433479,-36680.50414556541,Lucid,155063698.4345648,2036,-768.1187080433479,-36680.50414556541,35912.38543752207
-773.5593587046126,-36940.31530111383,Lucid,155511545.82183152,2037,-773.5593587046126,-36940.31530111383,36166.75594240922
-775.1556390201093,-37016.54357952566,Lucid,155199064.85997942,2038,-775.1556390201093,-37016.54357952566,36241.387940505556
-772.9375131137759,-36910.61987834424,Lucid,154140296.15742972,2039,-772.9375131137759,-36910.61987834424,36137.68236523046
-777.1262220549884,-37110.64619468549,Lucid,154373378.28341994,2040,-777.1262220549884,-37110.64619468549,36333.5199726305
-774.274751275556,-36974.47793755194,Lucid,153221560.73379728,2041,-774.274751275556,-36974.47793755194,36200.20318627638
-768.7394223350431,-36710.14554462435,Lucid,151558610.2436087,2042,-768.7394223350431,-36710.14554462435,35941.40612228931
-764.6289998244036,-36513.85769437058,Lucid,150196487.682072,2043,-764.6289998244036,-36513.85769437058,35749.228694546175
-756.7453354335332,-36137.383613810554,Lucid,148113814.4019128,2044,-756.7453354335332,-36137.383613810554,35380.638278377024
-758.8776179910645,-36239.207978159495,Lucid,148006977.5596816,2045,-758.8776179910645,-36239.207978159495,35480.33036016843
-752.362210746944,-35928.07322785926,Lucid,146227355.05159763,2046,-752.362210746944,-35928.07322785926,35175.71101711232
-765.8775098979954,-36573.47865978987,Lucid,148346610.03194955,2047,-765.8775098979954,-36573.47865978987,35807.601149891874
-761.4378182654208,-36361.46699332685,Lucid,146992056.11222008,2048,-761.4378182654208,-36361.46699332685,35600.029175061434
-761.3256528972327,-36356.110682889775,Lucid,146485469.58544773,2049,-761.3256528972327,-36356.110682889775,35594.78502999254
-764.1389596506235,-36490.456466881114,Lucid,146549324.76323277,2050,-764.1389596506235,-36490.456466881114,35726.31750723049
-766.2437362888559,-36590.96732203374,Lucid,146483193.41026044,2051,-766.2437362888559,-36590.96732203374,35824.72358574489
-768.227438876961,-36685.6964442965,Lucid,146400097.46006098,2052,-768.227438876961,-36685.6964442965,35917.469005419545
-770.0652733890576,-36773.45982739591,Lucid,146295328.46908087,2053,-770.0652733890576,-36773.45982739591,36003.39455400685
-771.6115247100862,-36847.299036618606,Lucid,146141342.79094297,2054,-771.6115247100862,-36847.299036618606,36075.687511908516
-773.850453710103,-36954.21616232687,Lucid,146124305.81763148,2055,-773.850453710103,-36954.21616232687,36180.365708616766
11113032.526947726,87198.27908788435,Mazda,7587683834.470145,2023,11113032.526947726,69758.62327030748,11025834.247859841
10130449.88602997,-1372423.1594696138,Mazda,8280035483.667231,2024,10130449.88602997,-1372423.1594696138,11502873.045499584
10482231.846492771,574685.8239923995,Mazda,8225710398.888738,2025,10482231.846492771,459748.6591939196,9907546.022500372
9595717.336054001,532491.3183220644,Mazda,8495685574.252762,2026,9595717.336054001,425993.0546576515,9063226.017731937
9463928.5493833,96316.80998528749,Mazda,8627931169.728584,2027,9463928.5493833,77053.44798823,9367611.739398012
8473994.310862519,188456.1334129041,Mazda,8654057587.51208,2028,8473994.310862519,150764.9067303233,8285538.177449615
7491430.044298255,94805.6459269179,Mazda,8878838421.984428,2029,7491430.044298255,75844.51674153433,7396624.398371337
6601739.100706221,141068.6115878392,Mazda,8984331555.452038,2030,6601739.100706221,112854.88927027136,6460670.489118381
5770025.753078374,338149.49301136937,Mazda,9073927936.01138,2031,5770025.753078374,270519.59440909553,5431876.260067005
5160231.937553344,675088.5831697192,Mazda,9193277846.2919,2032,5160231.937553344,540070.8665357754,4485143.354383625
4733158.659716092,327245.48485687934,Mazda,9497840458.961557,2033,4733158.659716092,261796.38788550347,4405913.174859213
4383485.758094479,11759.170258692466,Mazda,9431758085.179205,2034,4383485.758094479,9407.336206953973,4371726.587835787
3991854.3829696043,-420501.0860209181,Mazda,9481783293.92871,2035,3991854.3829696043,-420501.0860209181,4412355.468990522
3900072.8016153113,-567834.5604409981,Mazda,9567184153.699583,2036,3900072.8016153113,-567834.5604409981,4467907.362056309
4313146.67769205,-187888.24633242376,Mazda,9557488017.42473,2037,4313146.67769205,-187888.24633242376,4501034.924024474
