id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,green_energy
9050,on,2030,netzero,low,high,low,low,no,low,26.40634321,renewable
9054,on,2030,netzero,high,high,low,low,no,low,26.24876306,renewable
9058,on,2030,netzero,ref,high,high,low,no,low,25.8066109,renewable
9062,on,2030,netzero,low,high,high,low,no,low,26.38668464,renewable
9066,on,2030,netzero,high,high,high,low,no,low,26.34187625,renewable
9070,on,2030,netzero,ref,high,ref,low,yes,low,25.77479523,renewable
1731,on,2050,legislated,ref,ref,ref,ref,no,high,32.13987241,renewable
1735,on,2050,legislated,low,ref,ref,ref,no,high,35.51649542,renewable
1739,on,2050,legislated,low,ref,ref,ref,yes,high,35.51649542,renewable
1743,on,2050,legislated,low,high,ref,low,yes,high,34.50495265,renewable
1747,on,2050,legislated,high,high,ref,low,yes,high,26.28008338,renewable
1751,on,2050,legislated,ref,high,low,low,yes,high,31.39963806,renewable
1755,on,2050,legislated,low,high,low,low,yes,high,34.63587245,renewable
1759,on,2050,legislated,high,high,low,low,yes,high,26.34469268,renewable
1763,on,2050,legislated,ref,high,high,low,yes,high,31.31013296,renewable
1767,on,2050,legislated,low,high,high,low,yes,high,34.50576498,renewable
1771,on,2050,legislated,high,high,high,low,yes,high,26.26360262,renewable
1775,on,2050,legislated,high,ref,ref,ref,yes,high,27.02017621,renewable
1779,on,2050,legislated,ref,ref,low,ref,yes,high,32.35533654,renewable
1783,on,2050,legislated,low,ref,low,ref,yes,high,35.70116376,renewable
1787,on,2050,legislated,high,ref,low,ref,yes,high,27.11169205,renewable
1791,on,2050,legislated,ref,ref,high,ref,yes,high,32.08569737,renewable
1795,on,2050,legislated,low,ref,high,ref,yes,high,35.52708308,renewable
1799,on,2050,legislated,high,ref,high,ref,yes,high,26.9630068,renewable
1803,on,2050,legislated,ref,low,ref,ref,no,high,32.17965716,renewable
1807,on,2050,legislated,low,low,ref,ref,no,high,35.56407615,renewable
1811,on,2050,legislated,high,ref,ref,ref,no,high,27.02017621,renewable
1815,on,2050,legislated,high,low,ref,ref,no,high,27.01413912,renewable
1819,on,2050,legislated,ref,low,low,ref,no,high,32.47945309,renewable
1823,on,2050,legislated,low,low,low,ref,no,high,35.71868941,renewable
1827,on,2050,legislated,high,low,low,ref,no,high,27.35476221,renewable
1831,on,2050,legislated,ref,low,high,ref,no,high,32.11844896,renewable
1835,on,2050,legislated,low,low,high,ref,no,high,35.54238303,renewable
1839,on,2050,legislated,high,low,high,ref,no,high,27.10739989,renewable
1843,on,2050,legislated,ref,low,ref,ref,yes,high,32.17965716,renewable
1847,on,2050,legislated,low,low,ref,ref,yes,high,35.56407615,renewable
1851,on,2050,legislated,high,low,ref,ref,yes,high,27.01413912,renewable
1855,on,2050,legislated,ref,ref,low,ref,no,high,32.35533654,renewable
1859,on,2050,legislated,ref,low,low,ref,yes,high,32.47945309,renewable
1863,on,2050,legislated,low,low,low,ref,yes,high,35.71868941,renewable
1867,on,2050,legislated,high,low,low,ref,yes,high,27.35476221,renewable
1871,on,2050,legislated,ref,low,high,ref,yes,high,32.11844896,renewable
1875,on,2050,legislated,low,low,high,ref,yes,high,35.54238303,renewable
1879,on,2050,legislated,high,low,high,ref,yes,high,27.10739989,renewable
1883,on,2050,legislated,ref,high,ref,ref,no,high,32.15455309,renewable
1887,on,2050,legislated,low,high,ref,ref,no,high,35.51842421,renewable
1891,on,2050,legislated,high,high,ref,ref,no,high,27.00948171,renewable
1895,on,2050,legislated,ref,high,low,ref,no,high,32.40299432,renewable
1899,on,2050,legislated,low,ref,low,ref,no,high,35.70116376,renewable
1903,on,2050,legislated,low,high,low,ref,no,high,35.63429021,renewable
1907,on,2050,legislated,high,high,low,ref,no,high,27.09141533,renewable
1911,on,2050,legislated,ref,high,high,ref,no,high,32.09645765,renewable
1915,on,2050,legislated,low,high,high,ref,no,high,35.4877744,renewable
1919,on,2050,legislated,high,high,high,ref,no,high,26.9618856,renewable
1923,on,2050,legislated,ref,high,ref,ref,yes,high,32.15455309,renewable
1927,on,2050,legislated,low,high,ref,ref,yes,high,35.51842421,renewable
1931,on,2050,legislated,high,high,ref,ref,yes,high,27.00948171,renewable
1935,on,2050,legislated,ref,high,low,ref,yes,high,32.40299432,renewable
1939,on,2050,legislated,low,high,low,ref,yes,high,35.63429021,renewable
1943,on,2050,legislated,high,ref,low,ref,no,high,27.11169205,renewable
1947,on,2050,legislated,high,high,low,ref,yes,high,27.09141533,renewable
1951,on,2050,legislated,ref,high,high,ref,yes,high,32.09645765,renewable
1955,on,2050,legislated,low,high,high,ref,yes,high,35.4877744,renewable
1959,on,2050,legislated,high,high,high,ref,yes,high,26.9618856,renewable
1963,on,2050,legislated,ref,ref,ref,low,no,high,31.34177214,renewable
1967,on,2050,legislated,low,ref,ref,low,no,high,34.5953162,renewable
1971,on,2050,legislated,high,ref,ref,low,no,high,26.28178206,renewable
1975,on,2050,legislated,ref,ref,low,low,no,high,31.41666138,renewable
1979,on,2050,legislated,low,ref,low,low,no,high,34.65627742,renewable
1983,on,2050,legislated,high,ref,low,low,no,high,26.35930775,renewable
1987,on,2050,legislated,ref,ref,high,ref,no,high,32.08569737,renewable
1991,on,2050,legislated,ref,ref,high,low,no,high,31.31593177,renewable
1995,on,2050,legislated,low,ref,high,low,no,high,34.58748455,renewable
1999,on,2050,legislated,high,ref,high,low,no,high,26.26615379,renewable
2003,on,2050,legislated,ref,ref,ref,low,yes,high,31.34177214,renewable
2007,on,2050,legislated,low,ref,ref,low,yes,high,34.5953162,renewable
2011,on,2050,legislated,high,ref,ref,low,yes,high,26.28178206,renewable
2015,on,2050,legislated,ref,ref,low,low,yes,high,31.41666138,renewable
2019,on,2050,legislated,low,ref,low,low,yes,high,34.65627742,renewable
2023,on,2050,legislated,high,ref,low,low,yes,high,26.35930775,renewable
2027,on,2050,legislated,ref,ref,high,low,yes,high,31.31593177,renewable
2031,on,2050,legislated,low,ref,high,ref,no,high,35.52708308,renewable
2035,on,2050,legislated,low,ref,high,low,yes,high,34.58748455,renewable
2039,on,2050,legislated,high,ref,high,low,yes,high,26.26615379,renewable
2043,on,2050,legislated,ref,low,ref,low,no,high,31.34976636,renewable
2047,on,2050,legislated,low,low,ref,low,no,high,34.50648373,renewable
2051,on,2050,legislated,high,low,ref,low,no,high,26.35119376,renewable
2055,on,2050,legislated,ref,low,low,low,no,high,31.41456068,renewable
2059,on,2050,legislated,low,low,low,low,no,high,34.56173445,renewable
2063,on,2050,legislated,high,low,low,low,no,high,26.37420797,renewable
2067,on,2050,legislated,ref,low,high,low,no,high,31.26283328,renewable
2071,on,2050,legislated,low,low,high,low,no,high,34.4765036,renewable
2075,on,2050,legislated,high,ref,high,ref,no,high,26.9630068,renewable
2079,on,2050,legislated,high,low,high,low,no,high,26.34067738,renewable
2083,on,2050,legislated,ref,low,ref,low,yes,high,31.34976636,renewable
2087,on,2050,legislated,low,low,ref,low,yes,high,34.50648373,renewable
2091,on,2050,legislated,high,low,ref,low,yes,high,26.35119376,renewable
2095,on,2050,legislated,ref,low,low,low,yes,high,31.41456068,renewable
2099,on,2050,legislated,low,low,low,low,yes,high,34.56173445,renewable
2103,on,2050,legislated,high,low,low,low,yes,high,26.37420797,renewable
2107,on,2050,legislated,ref,low,high,low,yes,high,31.26283328,renewable
2111,on,2050,legislated,low,low,high,low,yes,high,34.4765036,renewable
2115,on,2050,legislated,high,low,high,low,yes,high,26.34067738,renewable
2119,on,2050,legislated,ref,ref,ref,ref,yes,high,32.13987241,renewable
2123,on,2050,legislated,ref,high,ref,low,no,high,31.33119834,renewable
2127,on,2050,legislated,low,high,ref,low,no,high,34.50495265,renewable
2131,on,2050,legislated,high,high,ref,low,no,high,26.28008338,renewable
2135,on,2050,legislated,ref,high,low,low,no,high,31.39963806,renewable
2139,on,2050,legislated,low,high,low,low,no,high,34.63587245,renewable
2143,on,2050,legislated,high,high,low,low,no,high,26.34469268,renewable
2147,on,2050,legislated,ref,high,high,low,no,high,31.31013296,renewable
2151,on,2050,legislated,low,high,high,low,no,high,34.50576498,renewable
2155,on,2050,legislated,high,high,high,low,no,high,26.26360262,renewable
2159,on,2050,legislated,ref,high,ref,low,yes,high,31.33119834,renewable
5187,on,2050,netzero,ref,ref,ref,ref,no,high,68.46894176,renewable
5191,on,2050,netzero,low,ref,ref,ref,no,high,75.3446923,renewable
5195,on,2050,netzero,low,ref,ref,ref,yes,high,45.93389577,renewable
5199,on,2050,netzero,low,high,ref,low,yes,high,43.30749066,renewable
5203,on,2050,netzero,high,high,ref,low,yes,high,39.21575638,renewable
5207,on,2050,netzero,ref,high,low,low,yes,high,45.77506408,renewable
5211,on,2050,netzero,low,high,low,low,yes,high,43.37633681,renewable
5215,on,2050,netzero,high,high,low,low,yes,high,39.55634863,renewable
5219,on,2050,netzero,ref,high,high,low,yes,high,45.42706247,renewable
5223,on,2050,netzero,low,high,high,low,yes,high,43.27928452,renewable
5227,on,2050,netzero,high,high,high,low,yes,high,39.19136189,renewable
5231,on,2050,netzero,high,ref,ref,ref,yes,high,41.23144383,renewable
5235,on,2050,netzero,ref,ref,low,ref,yes,high,47.42885464,renewable
5239,on,2050,netzero,low,ref,low,ref,yes,high,46.65101613,renewable
5243,on,2050,netzero,high,ref,low,ref,yes,high,41.86724171,renewable
5247,on,2050,netzero,ref,ref,high,ref,yes,high,47.19209953,renewable
5251,on,2050,netzero,low,ref,high,ref,yes,high,45.877416,renewable
5255,on,2050,netzero,high,ref,high,ref,yes,high,40.64464689,renewable
5259,on,2050,netzero,ref,low,ref,ref,no,high,74.43801738,renewable
5263,on,2050,netzero,low,low,ref,ref,no,high,77.06567059,renewable
5267,on,2050,netzero,high,ref,ref,ref,no,high,66.10563395,renewable
5271,on,2050,netzero,high,low,ref,ref,no,high,70.9781956,renewable
5275,on,2050,netzero,ref,low,low,ref,no,high,72.58334861,renewable
5279,on,2050,netzero,low,low,low,ref,no,high,80.59872121,renewable
5283,on,2050,netzero,high,low,low,ref,no,high,67.45793733,renewable
5287,on,2050,netzero,ref,low,high,ref,no,high,75.92845559,renewable
5291,on,2050,netzero,low,low,high,ref,no,high,80.65645715,renewable
5295,on,2050,netzero,high,low,high,ref,no,high,66.90210853,renewable
5299,on,2050,netzero,ref,low,ref,ref,yes,high,44.51711633,renewable
5303,on,2050,netzero,low,low,ref,ref,yes,high,51.10550571,renewable
5307,on,2050,netzero,high,low,ref,ref,yes,high,38.89589393,renewable
5311,on,2050,netzero,ref,ref,low,ref,no,high,68.53164548,renewable
5315,on,2050,netzero,ref,low,low,ref,yes,high,44.97451408,renewable
5319,on,2050,netzero,low,low,low,ref,yes,high,51.08093779,renewable
5323,on,2050,netzero,high,low,low,ref,yes,high,38.93885285,renewable
5327,on,2050,netzero,ref,low,high,ref,yes,high,45.27012719,renewable
5331,on,2050,netzero,low,low,high,ref,yes,high,49.7060383,renewable
5335,on,2050,netzero,high,low,high,ref,yes,high,38.06939296,renewable
5339,on,2050,netzero,ref,high,ref,ref,no,high,68.10557411,renewable
5343,on,2050,netzero,low,high,ref,ref,no,high,70.67234323,renewable
5347,on,2050,netzero,high,high,ref,ref,no,high,64.01523698,renewable
5351,on,2050,netzero,ref,high,low,ref,no,high,68.32622064,renewable
5355,on,2050,netzero,low,ref,low,ref,no,high,75.18609081,renewable
5359,on,2050,netzero,low,high,low,ref,no,high,70.25334931,renewable
5363,on,2050,netzero,high,high,low,ref,no,high,64.92370594,renewable
5367,on,2050,netzero,ref,high,high,ref,no,high,67.74475772,renewable
5371,on,2050,netzero,low,high,high,ref,no,high,70.87704802,renewable
5375,on,2050,netzero,high,high,high,ref,no,high,64.11771117,renewable
5379,on,2050,netzero,ref,high,ref,ref,yes,high,46.9697375,renewable
5383,on,2050,netzero,low,high,ref,ref,yes,high,48.78195881,renewable
5387,on,2050,netzero,high,high,ref,ref,yes,high,40.60535136,renewable
5391,on,2050,netzero,ref,high,low,ref,yes,high,47.20306755,renewable
5395,on,2050,netzero,low,high,low,ref,yes,high,48.71480607,renewable
5399,on,2050,netzero,high,ref,low,ref,no,high,65.32655479,renewable
5403,on,2050,netzero,high,high,low,ref,yes,high,41.51618378,renewable
5407,on,2050,netzero,ref,high,high,ref,yes,high,46.91418681,renewable
5411,on,2050,netzero,low,high,high,ref,yes,high,48.63056509,renewable
5415,on,2050,netzero,high,high,high,ref,yes,high,40.74200311,renewable
5419,on,2050,netzero,ref,ref,ref,low,no,high,63.7276276,renewable
5423,on,2050,netzero,low,ref,ref,low,no,high,65.24821552,renewable
5427,on,2050,netzero,high,ref,ref,low,no,high,61.66604587,renewable
5431,on,2050,netzero,ref,ref,low,low,no,high,63.4864709,renewable
5435,on,2050,netzero,low,ref,low,low,no,high,64.85891958,renewable
5439,on,2050,netzero,high,ref,low,low,no,high,61.05961408,renewable
5443,on,2050,netzero,ref,ref,high,ref,no,high,68.44239619,renewable
5447,on,2050,netzero,ref,ref,high,low,no,high,63.77278916,renewable
5451,on,2050,netzero,low,ref,high,low,no,high,65.565854,renewable
5455,on,2050,netzero,high,ref,high,low,no,high,62.13455902,renewable
5459,on,2050,netzero,ref,ref,ref,low,yes,high,45.60573146,renewable
5463,on,2050,netzero,low,ref,ref,low,yes,high,43.30736089,renewable
5467,on,2050,netzero,high,ref,ref,low,yes,high,39.60648254,renewable
5471,on,2050,netzero,ref,ref,low,low,yes,high,45.8659471,renewable
5475,on,2050,netzero,low,ref,low,low,yes,high,43.39276063,renewable
5479,on,2050,netzero,high,ref,low,low,yes,high,40.03108922,renewable
5483,on,2050,netzero,ref,ref,high,low,yes,high,45.48253155,renewable
5487,on,2050,netzero,low,ref,high,ref,no,high,75.36007294,renewable
5491,on,2050,netzero,low,ref,high,low,yes,high,43.28294124,renewable
5495,on,2050,netzero,high,ref,high,low,yes,high,39.54133566,renewable
5499,on,2050,netzero,ref,low,ref,low,no,high,64.51864572,renewable
5503,on,2050,netzero,low,low,ref,low,no,high,66.14182014,renewable
5507,on,2050,netzero,high,low,ref,low,no,high,61.92976363,renewable
5511,on,2050,netzero,ref,low,low,low,no,high,63.73665726,renewable
5515,on,2050,netzero,low,low,low,low,no,high,65.60045961,renewable
5519,on,2050,netzero,high,low,low,low,no,high,61.41603692,renewable
5523,on,2050,netzero,ref,low,high,low,no,high,64.58116756,renewable
5527,on,2050,netzero,low,low,high,low,no,high,66.15105597,renewable
5531,on,2050,netzero,high,ref,high,ref,no,high,64.55123611,renewable
5535,on,2050,netzero,high,low,high,low,no,high,62.54523097,renewable
5539,on,2050,netzero,ref,low,ref,low,yes,high,43.73809607,renewable
5543,on,2050,netzero,low,low,ref,low,yes,high,43.00834123,renewable
5547,on,2050,netzero,high,low,ref,low,yes,high,38.0406162,renewable
5551,on,2050,netzero,ref,low,low,low,yes,high,44.70559441,renewable
5555,on,2050,netzero,low,low,low,low,yes,high,43.08128472,renewable
5559,on,2050,netzero,high,low,low,low,yes,high,38.40597616,renewable
5563,on,2050,netzero,ref,low,high,low,yes,high,43.73988505,renewable
5567,on,2050,netzero,low,low,high,low,yes,high,42.97422762,renewable
5571,on,2050,netzero,high,low,high,low,yes,high,38.0976275,renewable
5575,on,2050,netzero,ref,ref,ref,ref,yes,high,47.2173066,renewable
5579,on,2050,netzero,ref,high,ref,low,no,high,63.95997957,renewable
5583,on,2050,netzero,low,high,ref,low,no,high,65.41183515,renewable
5587,on,2050,netzero,high,high,ref,low,no,high,61.80087456,renewable
5591,on,2050,netzero,ref,high,low,low,no,high,63.77050127,renewable
5595,on,2050,netzero,low,high,low,low,no,high,65.11001257,renewable
5599,on,2050,netzero,high,high,low,low,no,high,61.13645887,renewable
5603,on,2050,netzero,ref,high,high,low,no,high,64.86781377,renewable
5607,on,2050,netzero,low,high,high,low,no,high,65.55344761,renewable
5611,on,2050,netzero,high,high,high,low,no,high,62.33777209,renewable
5615,on,2050,netzero,ref,high,ref,low,yes,high,45.4538387,renewable
8643,on,2050,netzero,ref,ref,ref,ref,no,low,88.57867834,renewable
8647,on,2050,netzero,low,ref,ref,ref,no,low,88.5073518,renewable
8651,on,2050,netzero,low,ref,ref,ref,yes,low,52.12857944,renewable
8655,on,2050,netzero,low,high,ref,low,yes,low,49.03875085,renewable
8659,on,2050,netzero,high,high,ref,low,yes,low,39.20411696,renewable
8663,on,2050,netzero,ref,high,low,low,yes,low,45.55860371,renewable
8667,on,2050,netzero,low,high,low,low,yes,low,49.08658406,renewable
8671,on,2050,netzero,high,high,low,low,yes,low,39.56726318,renewable
8675,on,2050,netzero,ref,high,high,low,yes,low,45.18712088,renewable
8679,on,2050,netzero,low,high,high,low,yes,low,49.03111102,renewable
8683,on,2050,netzero,high,high,high,low,yes,low,39.17761738,renewable
8687,on,2050,netzero,high,ref,ref,ref,yes,low,41.14831135,renewable
8691,on,2050,netzero,ref,ref,low,ref,yes,low,47.20702238,renewable
8695,on,2050,netzero,low,ref,low,ref,yes,low,52.2108307,renewable
8699,on,2050,netzero,high,ref,low,ref,yes,low,41.68297259,renewable
8703,on,2050,netzero,ref,ref,high,ref,yes,low,47.02191522,renewable
8707,on,2050,netzero,low,ref,high,ref,yes,low,52.11181243,renewable
8711,on,2050,netzero,high,ref,high,ref,yes,low,40.6633458,renewable
8715,on,2050,netzero,ref,low,ref,ref,no,low,88.85285455,renewable
8719,on,2050,netzero,low,low,ref,ref,no,low,89.24596622,renewable
8723,on,2050,netzero,high,ref,ref,ref,no,low,85.02336718,renewable
8727,on,2050,netzero,high,low,ref,ref,no,low,81.84985975,renewable
8731,on,2050,netzero,ref,low,low,ref,no,low,87.69818699,renewable
8735,on,2050,netzero,low,low,low,ref,no,low,88.84576543,renewable
8739,on,2050,netzero,high,low,low,ref,no,low,82.24954755,renewable
8743,on,2050,netzero,ref,low,high,ref,no,low,89.20896549,renewable
8747,on,2050,netzero,low,low,high,ref,no,low,89.41561123,renewable
8751,on,2050,netzero,high,low,high,ref,no,low,84.39373529,renewable
8755,on,2050,netzero,ref,low,ref,ref,yes,low,44.65517553,renewable
8759,on,2050,netzero,low,low,ref,ref,yes,low,51.75285052,renewable
8763,on,2050,netzero,high,low,ref,ref,yes,low,38.12864322,renewable
8767,on,2050,netzero,ref,ref,low,ref,no,low,88.62338043,renewable
8771,on,2050,netzero,ref,low,low,ref,yes,low,45.84763898,renewable
8775,on,2050,netzero,low,low,low,ref,yes,low,50.98240871,renewable
8779,on,2050,netzero,high,low,low,ref,yes,low,38.13413452,renewable
8783,on,2050,netzero,ref,low,high,ref,yes,low,45.51014351,renewable
8787,on,2050,netzero,low,low,high,ref,yes,low,50.59115178,renewable
8791,on,2050,netzero,high,low,high,ref,yes,low,37.35336969,renewable
8795,on,2050,netzero,ref,high,ref,ref,no,low,89.01334795,renewable
8799,on,2050,netzero,low,high,ref,ref,no,low,88.47365875,renewable
8803,on,2050,netzero,high,high,ref,ref,no,low,85.73202417,renewable
8807,on,2050,netzero,ref,high,low,ref,no,low,88.6877965,renewable
8811,on,2050,netzero,low,ref,low,ref,no,low,88.96486888,renewable
8815,on,2050,netzero,low,high,low,ref,no,low,88.17895476,renewable
8819,on,2050,netzero,high,high,low,ref,no,low,84.45282255,renewable
8823,on,2050,netzero,ref,high,high,ref,no,low,89.01548683,renewable
8827,on,2050,netzero,low,high,high,ref,no,low,88.63065223,renewable
8831,on,2050,netzero,high,high,high,ref,no,low,87.05232956,renewable
8835,on,2050,netzero,ref,high,ref,ref,yes,low,46.75890142,renewable
8839,on,2050,netzero,low,high,ref,ref,yes,low,51.67029759,renewable
8843,on,2050,netzero,high,high,ref,ref,yes,low,40.52840164,renewable
8847,on,2050,netzero,ref,high,low,ref,yes,low,46.98497168,renewable
8851,on,2050,netzero,low,high,low,ref,yes,low,51.77568826,renewable
8855,on,2050,netzero,high,ref,low,ref,no,low,84.27776063,renewable
8859,on,2050,netzero,high,high,low,ref,yes,low,41.24163082,renewable
8863,on,2050,netzero,ref,high,high,ref,yes,low,46.71136396,renewable
8867,on,2050,netzero,low,high,high,ref,yes,low,51.6376468,renewable
8871,on,2050,netzero,high,high,high,ref,yes,low,40.45982281,renewable
8875,on,2050,netzero,ref,ref,ref,low,no,low,82.55886093,renewable
8879,on,2050,netzero,low,ref,ref,low,no,low,85.07926409,renewable
8883,on,2050,netzero,high,ref,ref,low,no,low,82.75139537,renewable
8887,on,2050,netzero,ref,ref,low,low,no,low,82.34392916,renewable
8891,on,2050,netzero,low,ref,low,low,no,low,84.33938623,renewable
8895,on,2050,netzero,high,ref,low,low,no,low,79.99374065,renewable
8899,on,2050,netzero,ref,ref,high,ref,no,low,88.89157176,renewable
8903,on,2050,netzero,ref,ref,high,low,no,low,83.07319385,renewable
8907,on,2050,netzero,low,ref,high,low,no,low,85.3425985,renewable
8911,on,2050,netzero,high,ref,high,low,no,low,85.19105298,renewable
8915,on,2050,netzero,ref,ref,ref,low,yes,low,45.28928032,renewable
8919,on,2050,netzero,low,ref,ref,low,yes,low,49.26173664,renewable
8923,on,2050,netzero,high,ref,ref,low,yes,low,39.55997524,renewable
8927,on,2050,netzero,ref,ref,low,low,yes,low,45.62231863,renewable
8931,on,2050,netzero,low,ref,low,low,yes,low,49.29593017,renewable
8935,on,2050,netzero,high,ref,low,low,yes,low,39.94985836,renewable
8939,on,2050,netzero,ref,ref,high,low,yes,low,45.27528511,renewable
8943,on,2050,netzero,low,ref,high,ref,no,low,88.68002649,renewable
8947,on,2050,netzero,low,ref,high,low,yes,low,49.24642032,renewable
8951,on,2050,netzero,high,ref,high,low,yes,low,39.50673388,renewable
8955,on,2050,netzero,ref,low,ref,low,no,low,85.30954203,renewable
8959,on,2050,netzero,low,low,ref,low,no,low,84.52411948,renewable
8963,on,2050,netzero,high,low,ref,low,no,low,84.25072593,renewable
8967,on,2050,netzero,ref,low,low,low,no,low,81.3134522,renewable
8971,on,2050,netzero,low,low,low,low,no,low,83.60389042,renewable
8975,on,2050,netzero,high,low,low,low,no,low,80.29013969,renewable
8979,on,2050,netzero,ref,low,high,low,no,low,85.61388319,renewable
8983,on,2050,netzero,low,low,high,low,no,low,85.58640956,renewable
8987,on,2050,netzero,high,ref,high,ref,no,low,86.10642061,renewable
8991,on,2050,netzero,high,low,high,low,no,low,85.30817945,renewable
8995,on,2050,netzero,ref,low,ref,low,yes,low,43.84154807,renewable
8999,on,2050,netzero,low,low,ref,low,yes,low,47.06667566,renewable
9003,on,2050,netzero,high,low,ref,low,yes,low,37.56663442,renewable
9007,on,2050,netzero,ref,low,low,low,yes,low,44.12552707,renewable
9011,on,2050,netzero,low,low,low,low,yes,low,47.63821154,renewable
9015,on,2050,netzero,high,low,low,low,yes,low,38.03959142,renewable
9019,on,2050,netzero,ref,low,high,low,yes,low,43.22378759,renewable
9023,on,2050,netzero,low,low,high,low,yes,low,47.29466955,renewable
9027,on,2050,netzero,high,low,high,low,yes,low,37.53716171,renewable
9031,on,2050,netzero,ref,ref,ref,ref,yes,low,46.96786216,renewable
9035,on,2050,netzero,ref,high,ref,low,no,low,83.37945322,renewable
9039,on,2050,netzero,low,high,ref,low,no,low,85.35406667,renewable
9043,on,2050,netzero,high,high,ref,low,no,low,82.69624896,renewable
9047,on,2050,netzero,ref,high,low,low,no,low,82.64649456,renewable
9051,on,2050,netzero,low,high,low,low,no,low,84.88917006,renewable
9055,on,2050,netzero,high,high,low,low,no,low,80.97766686,renewable
9059,on,2050,netzero,ref,high,high,low,no,low,83.57382413,renewable
9063,on,2050,netzero,low,high,high,low,no,low,85.75881297,renewable
9067,on,2050,netzero,high,high,high,low,no,low,85.26440554,renewable
9071,on,2050,netzero,ref,high,ref,low,yes,low,45.25812712,renewable
